ENSG	RNA rpkm.human	Protein ibaq.human	RNA rpkm.chimp	Protein ibaq.chimp
ENSG00000174720	29.1386	261181.20871755	21.4836	174407.716841974
ENSG00000083123	6.47752	261142.91391753	7.41	166994.049972791
ENSG00000148335	20.1791	260267.620519179	30.7338	174818.468881126
ENSG00000160714	22.5523	260145.144409588	24.0962	522163.926151496
ENSG00000119408	49.0648	258960.062615456	32.2653	593460.980249565
ENSG00000001497	19.5844	258563.78930715	17.6123	182848.926394645
ENSG00000196776	29.8143	258381.859964145	23.9321	55012.1242804078
ENSG00000173545	18.9977	258136.892769659	21.4812	132530.495132528
ENSG00000136051	23.0202	257977.495356812	13.3463	137023.897173961
ENSG00000077514	9.41251	257189.299156593	11.5753	265998.91056635
ENSG00000065183	10.9622	256960.660307375	15.1969	171896.629343209
ENSG00000168003	26.616	255925.31618677	31.5017	496866.207443728
ENSG00000138073	10.8109	255725.24456082	16.8293	494955.577544379
ENSG00000103365	14.9951	255688.276890198	13.4711	122035.236876051
ENSG00000106853	0.592481	255554.472346521	1.19836	338151.949381812
ENSG00000135457	15.0455	255185.382988021	13.9978	77561.38550345
ENSG00000165219	4.24759	254932.832171296	6.43454	194386.576547842
ENSG00000136104	14.3646	253945.569377622	16.9232	443602.978897207
ENSG00000158987	2.12188	253900.473540815	2.34915	251503.853364995
ENSG00000120158	12.1093	253640.460258993	11.4457	210456.226577536
ENSG00000099968	11.2163	253249.262447885	16.5031	330512.194660368
ENSG00000142444	11.7119	252720.80640985	12.5317	175634.673115036
ENSG00000117505	33.6175	252338.359934358	36.4272	249393.03924891
ENSG00000172590	14.8513	251450.857891523	11.0662	370278.63162626
ENSG00000011478	6.40721	250949.661746127	7.11634	91629.8881624792
ENSG00000141252	3.27874	250511.982370318	6.2281	117393.47490303
ENSG00000132953	5.75815	250275.739612194	8.12949	180726.051077778
ENSG00000088038	8.75242	249953.316735851	9.36871	313006.418076009
ENSG00000140632	16.3618	249946.437018513	19.786	225098.885530009
ENSG00000145041	8.11611	249918.099054652	13.7338	155592.242525541
ENSG00000149792	12.023	249663.96900245	21.8153	140912.616712057
ENSG00000135521	22.728	249660.469951212	20.803	90240.8884476037
ENSG00000147536	2.4265	249575.091017025	4.20457	92053.9064913889
ENSG00000131018	1.34775	249036.869204038	1.02915	74587.7171928358
ENSG00000112664	21.148	248903.313042941	24.0966	311099.332940629
ENSG00000074266	9.22752	248540.505595413	14.3028	195953.317474157
ENSG00000108270	30.9988	248490.308733754	31.1628	203430.298240776
ENSG00000182400	11.0409	247066.011174131	14.632	113542.948552961
ENSG00000101079	9.02481	246713.709627788	12.7735	233583.242605695
ENSG00000133943	7.83147	245986.511517759	10.9579	751399.916853346
ENSG00000116604	15.2987	245865.297914443	31.9614	66669.650462488
ENSG00000148175	12.6674	245618.01407269	35.5659	866139.008810382
ENSG00000178537	7.9564	245462.762149575	9.08473	196773.099626379
ENSG00000164654	14.197	245189.520837828	9.66349	183964.592246608
ENSG00000112699	8.89979	245089.342861837	4.55789	143892.043159373
ENSG00000107758	16.0456	244911.182691644	23.072	476747.529027484
ENSG00000110841	3.68926	244577.058520496	5.65131	122310.13056474
ENSG00000156304	13.8016	244469.349921676	12.7961	257044.380095404
ENSG00000068793	11.1844	244345.955380682	7.49141	66440.0739313305
ENSG00000101126	32.1385	243994.527837876	25.8359	164382.200147832
ENSG00000132773	5.76278	243373.091533266	5.78129	120362.30052252
ENSG00000164758	12.708	243354.114697732	9.28111	100708.931318245
ENSG00000139116	5.11315	242817.909087761	7.26531	71035.3461870627
ENSG00000013374	18.5834	242812.61522687	28.0716	501616.053298379
ENSG00000118961	14.095	242733.573883047	5.05958	145411.470287861
ENSG00000095319	11.0901	242300.575532115	15.2157	194452.186211063
ENSG00000136827	12.4016	242280.601449525	12.1628	573774.075924255
ENSG00000143815	41.8847	242140.285399775	31.4751	244002.883366484
ENSG00000116005	3.47676	241887.469466898	6.81619	134034.666786327
ENSG00000103549	19.122	241884.44881187	21.5009	237757.720386435
ENSG00000126226	18.4238	241721.76754626	17.3063	89084.6051795083
ENSG00000171109	31.473	241483.094311806	18.2544	56344.070067068
ENSG00000131238	39.1127	241029.009896362	34.1536	372037.939426816
ENSG00000198841	15.4853	240874.594945456	13.9415	262662.726100941
ENSG00000113282	13.3315	240194.012084154	19.4293	191598.135458432
ENSG00000135930	15.0823	240109.03630934	18.3373	283387.991359578
ENSG00000027001	6.4487	239867.203004775	7.89627	176348.79822838
ENSG00000198399	9.30876	239838.468287732	11.5905	169191.342416219
ENSG00000120008	14.9594	239456.308139614	15.0508	153196.125209698
ENSG00000122507	1.00976	239358.464904376	1.7857	4597869.45553705
ENSG00000100522	5.73773	238979.876289048	9.9091	479008.637023403
ENSG00000100997	23.1768	238962.452434845	22.0011	305681.775052602
ENSG00000066926	6.79758	238798.803749838	15.4019	256933.446329258
ENSG00000131966	8.91305	238334.572632209	8.9974	271420.141292141
ENSG00000107201	7.19547	236953.127034073	6.38543	213999.084429697
ENSG00000099797	24.4379	236689.364740608	32.3733	204835.342139666
ENSG00000067533	2.75755	236167.567412607	3.21404	37372.0939652658
ENSG00000114850	65.8605	236140.37436791	66.257	270395.916439115
ENSG00000148773	30.3163	235867.098063327	37.3977	208242.214141031
ENSG00000105325	8.75041	235459.713516026	12.3833	301021.695782429
ENSG00000006114	7.65552	235390.600559656	7.01895	115545.022779822
ENSG00000135931	3.10611	235323.756797565	2.29882	465635.358059082
ENSG00000125633	2.85732	235311.398608794	3.81992	240103.989041553
ENSG00000000938	55.1521	235263.221459229	44.5835	394932.181483002
ENSG00000185787	46.4184	235078.86022258	76.0697	170671.802457811
ENSG00000116266	11.5493	234485.784907853	20.8964	434030.862281085
ENSG00000160255	52.7026	234362.227151668	51.2283	348836.117488552
ENSG00000179271	36.5147	234255.647166204	26.367	216686.85575961
ENSG00000124608	4.15527	234181.640486776	4.75581	129335.601787141
ENSG00000129933	11.5935	233328.317892338	11.5199	28828.497924205
ENSG00000108819	26.4097	233139.665692125	43.976	222066.490157822
ENSG00000064102	24.3771	233043.282639322	17.6193	132481.237217221
ENSG00000132467	37.1234	232354.938047971	27.624	234903.649599846
ENSG00000078142	10.2353	231959.047567115	15.8192	151612.514223569
ENSG00000173193	35.0451	231898.65685348	18.2029	211527.323622045
ENSG00000196455	6.30205	231639.056976368	9.66147	134483.919260675
ENSG00000105829	16.8565	231550.849094986	17.2379	316392.480571742
ENSG00000115216	15.2111	231531.30545901	17.4633	125903.617311875
ENSG00000109084	10.516	231470.699047711	17.4668	333890.844556849
ENSG00000091542	45.7604	231024.110398369	39.733	150205.238957457
ENSG00000157881	7.2167	230332.451639256	9.62785	90337.6192592421
ENSG00000242114	2.96737	230207.294520522	4.0343	200552.447117813
ENSG00000137815	16.7245	229762.764393647	19.2596	473782.920158306
ENSG00000168172	1.73855	229699.474697803	8.03737	212015.806781719
ENSG00000114956	35.672	229458.872827702	22.9181	292659.733150418
ENSG00000179163	23.6008	229179.58469932	18.0766	81327.1152320211
ENSG00000165733	18.2002	228986.126875841	29.3572	245823.215592009
ENSG00000104365	10.0782	228467.69859508	12.263	311780.59964646
ENSG00000125630	10.8068	227510.552174814	20.1345	175468.212475235
ENSG00000151611	4.8111	227393.267437896	4.81705	137322.33605027
ENSG00000176853	2.09858	227314.498060039	4.59227	210814.076361589
ENSG00000121680	6.56783	227215.155057519	6.94779	238628.588626875
ENSG00000131778	17.2913	227156.474060387	14.1395	62819.7469459035
ENSG00000204252	20.3131	226888.066501888	26.7993	119020.720080737
ENSG00000101019	7.60714	226748.29054679	7.20268	394641.799534041
ENSG00000198056	11.5167	225820.686766034	13.6988	385379.408823874
ENSG00000117280	11.4208	225231.610366982	53.3124	1550942.56442494
ENSG00000154001	2.90771	225163.935382481	4.38967	153915.528181956
ENSG00000124383	13.9322	225007.862675977	13.3731	294697.818631611
ENSG00000112855	11.7584	224651.680454907	12.2831	90547.3580695375
ENSG00000164105	19.0022	224400.687486911	24.7587	108792.494473131
ENSG00000104872	48.771	224190.860234489	19.2773	164826.523046774
ENSG00000135972	15.1974	224159.160550968	21.185	401171.652175472
ENSG00000121486	11.3535	223562.003627944	10.9657	113198.790629532
ENSG00000167615	25.84	223257.948046431	37.0037	211292.124541842
ENSG00000181192	10.8795	222912.178991275	8.59897	21896.0604308986
ENSG00000140259	22.9506	222623.800707645	30.9609	405868.712896805
ENSG00000198730	23.4869	222237.090328566	24.1139	179416.626484878
ENSG00000020129	4.863	219662.048247395	5.13575	161934.379902896
ENSG00000112739	13.3621	218746.392379992	14.5201	112548.365050513
ENSG00000113712	9.54552	218340.053116659	13.8651	251808.247759948
ENSG00000150316	25.3463	218038.456399744	21.6827	289253.407101535
ENSG00000118246	5.61292	217865.423427363	7.8753	208167.928471687
ENSG00000166797	33.9989	217617.282291791	26.3484	160044.229367318
ENSG00000137513	7.93769	217343.341857473	8.12761	207640.128110803
ENSG00000111678	211.385	217248.67899459	58.7194	97412.114957042
ENSG00000100147	3.36041	217231.779544453	6.35352	233071.763542582
ENSG00000101220	4.80298	217069.566676142	6.68267	3828665.39096869
ENSG00000172893	18.6241	217002.801554495	34.4355	262418.035431988
ENSG00000106348	3.9442	216849.296702504	5.91842	156372.836414753
ENSG00000169375	13.4532	216819.52601386	15.0652	193721.754748072
ENSG00000104129	7.31782	216818.907689171	7.42168	69023.9743965007
ENSG00000103266	17.1682	216627.357710446	19.8057	189230.758374348
ENSG00000173821	16.9716	216351.716000934	26.4983	208547.491349191
ENSG00000109270	38.3172	216216.13576151	33.3253	320874.241583341
ENSG00000139842	24.9268	215913.726694052	27.0752	150679.243068888
ENSG00000102572	66.5129	215787.524078517	61.7654	156326.597839725
ENSG00000125351	13.8699	215396.976704713	17.4729	1665269.27386751
ENSG00000073050	16.3433	215108.2081429	13.5536	163539.565127136
ENSG00000076201	8.54368	214981.946051618	9.17153	189653.448065419
ENSG00000119969	11.9195	214593.270468229	14.4136	380175.244439616
ENSG00000120063	7.01972	214380.958820457	14.4339	133920.439788983
ENSG00000131558	12.0127	214059.205474189	13.9231	132941.453761552
ENSG00000116221	63.0675	214050.436004014	89.0244	389899.508194309
ENSG00000023909	3.31004	213612.682732149	6.31341	351179.96051529
ENSG00000149600	18.334	213509.721293445	18.0589	165350.074168447
ENSG00000153113	8.08494	213385.889831493	10.8115	93378.9696353382
ENSG00000143442	15.9261	213100.858154803	15.9223	130712.987835607
ENSG00000181222	14.9955	212752.970638859	29.617	221650.766699709
ENSG00000155629	25.865	212741.356935316	56.0515	650408.218937992
ENSG00000134046	112.889	212536.644766368	127.781	139179.198902192
ENSG00000066084	8.92225	212328.595167923	19.6734	103223.630740994
ENSG00000143376	1.5425	211249.406119627	2.73323	143637.821306255
ENSG00000151553	8.69137	210953.186585671	9.02964	107137.30810692
ENSG00000103423	13.8067	210860.390551834	17.1315	217667.729381552
ENSG00000185896	36.3989	210819.590627826	43.3143	172133.787907191
ENSG00000137502	7.04798	210779.972017045	6.74944	277108.66714299
ENSG00000096063	15.2476	209743.779445771	19.693	203646.048755841
ENSG00000185238	10.1499	209532.170316935	16.3485	191936.402143373
ENSG00000101158	15.3877	209498.805582831	17.2918	127808.905710527
ENSG00000176101	26.5514	209495.015367791	31.3446	322283.123005723
ENSG00000107833	25.0361	209418.304267671	63.7754	79938.8623153503
ENSG00000177548	15.1848	208648.309331761	8.35326	376092.629868123
ENSG00000065882	15.4923	208584.247139003	11.0948	12131.7934639878
ENSG00000116030	73.7278	208455.37429819	72.5318	212609.91502606
ENSG00000089820	17.6356	207927.902340655	15.1679	110755.563411426
ENSG00000243335	0.799467	207875.409386985	1.08529	257347.615045702
ENSG00000163510	15.1234	207875.069864978	15.441	125019.4222287
ENSG00000100596	9.32061	207824.240185379	7.46785	222928.073707542
ENSG00000101294	17.2808	207723.713926978	15.4014	113811.330682109
ENSG00000169228	4.3371	207662.875950137	5.12745	216861.063858199
ENSG00000135905	10.026	207473.67615214	26.6642	426432.022556642
ENSG00000004897	20.4727	207091.849775008	27.9776	131045.290968812
ENSG00000085449	12.5313	206745.872831381	19.9002	565478.851736725
ENSG00000138398	16.661	206722.539824641	16.7546	239540.776104754
ENSG00000106459	5.62007	206035.681655925	5.36913	481137.120300966
ENSG00000108861	3.3973	205649.775656634	10.6704	408501.803687855
ENSG00000076924	21.2813	205626.551788152	19.3143	262471.403012073
ENSG00000102882	15.7505	205506.332355843	21.6103	272711.629004684
ENSG00000170638	33.4331	205359.880321916	47.9457	229510.118582382
ENSG00000116001	19.7682	204883.990232276	19.7959	572233.605110228
ENSG00000028116	15.0376	204759.419219929	22.223	332300.763677778
ENSG00000155252	4.52094	204729.623886622	7.37165	205869.965035906
ENSG00000185728	13.6125	204413.472378991	22.901	171332.981642877
ENSG00000136709	8.67618	203445.451416575	8.39008	149871.652379871
ENSG00000176438	2.10718	203396.562778526	4.51813	79835.4949308218
ENSG00000167107	2.41727	203347.830026593	4.65782	185279.702251811
ENSG00000140718	9.00836	202841.530143603	13.9607	236715.085054533
ENSG00000142875	4.20995	202535.378749291	27.5391	122737.152745471
ENSG00000127616	22.1027	201762.662497026	25.3263	196953.886441584
ENSG00000186517	72.7456	201717.103890273	84.3844	170380.250795347
ENSG00000128309	20.7425	201543.880943625	19.9471	488307.105735282
ENSG00000053501	16.7001	201514.465075123	14.8767	200881.174429096
ENSG00000101337	16.9406	201501.406181539	23.5203	97458.130265687
ENSG00000150990	5.50441	201373.73722436	8.6459	188440.790186706
ENSG00000169499	11.0376	201104.43577204	17.2555	155487.181784903
ENSG00000075151	12.0343	200483.891711724	21.9933	147328.44906377
ENSG00000140968	108.869	200073.884835232	19.3013	28934.7758565625
ENSG00000095539	0.292011	199344.569199247	0.930823	129799.034510548
ENSG00000227057	14.1515	199055.135230647	17.3975	188970.440376797
ENSG00000136045	21.9416	198531.430535136	28.7813	374544.587397885
ENSG00000080503	28.6035	198496.018338201	60.1124	264246.591018723
ENSG00000187764	25.1003	198340.987697095	16.0872	480495.867239306
ENSG00000087111	13.8047	198327.862529872	15.7843	426206.886422088
ENSG00000241468	22.3966	198212.098625495	17.6838	371820.40419648
ENSG00000124641	4.76918	198024.938979431	7.20839	219306.050202572
ENSG00000132434	4.31137	198001.838706486	3.55583	330570.531499206
ENSG00000005436	5.73742	197383.737860107	5.95879	65582.9638106459
ENSG00000178209	8.50376	197316.113527263	22.3508	438364.309410473
ENSG00000131148	13.0718	197231.178038476	12.4463	171792.749467955
ENSG00000172731	4.17296	197163.450101132	10.8613	164306.308767284
ENSG00000113580	25.5652	196916.868558833	44.8394	109785.794491463
ENSG00000196535	6.79295	196812.970519568	4.84683	39344.9790991238
ENSG00000066027	12.0595	196021.208076722	16.589	57959.1654515372
ENSG00000103051	14.4582	195975.540866064	16.8405	87954.1396914011
ENSG00000130640	18.5528	195709.957470713	14.6994	88470.8560871155
ENSG00000061987	6.25312	195263.131133136	6.20237	711429.463843675
ENSG00000114054	17.4105	195207.635328409	16.1028	106378.984713138
ENSG00000118503	99.1536	195078.498659465	134.027	264761.951013811
ENSG00000084731	0.304046	194775.692313677	1.79101	146253.663541264
ENSG00000177565	18.103	194495.546878634	18.1622	135201.372764052
ENSG00000134697	15.7572	194139.325023432	18.6018	197390.843081952
ENSG00000105221	16.3833	194024.104912407	19.7173	179595.60310123
ENSG00000137411	4.9842	193604.671945503	8.34224	174653.78986459
ENSG00000037897	6.63594	193550.115227539	5.61574	33216.6583579457
ENSG00000101343	5.75263	193478.591037544	9.50354	247988.91783539
ENSG00000136653	36.5818	193477.44394539	43.7255	70973.1963520123
ENSG00000185043	45.0866	193230.581137117	29.2916	184075.968486892
ENSG00000213281	36.5547	193159.254700654	48.4434	250297.035929831
ENSG00000175376	9.62091	192879.28785337	9.52523	276682.065856654
ENSG00000107929	22.6174	192681.667263705	24.0111	94654.2676453086
ENSG00000143862	9.53804	192564.579935639	11.7317	211300.444198376
ENSG00000136758	40.925	192553.241460345	63.3839	203148.191209435
ENSG00000185163	8.75343	192496.139064913	11.178	188730.429118205
ENSG00000174842	5.18682	192043.605599637	3.86137	133609.283373753
ENSG00000105723	12.6419	191228.305301079	13.2459	169437.328739714
ENSG00000143486	33.6257	191025.593246639	43.8653	296082.00108401
ENSG00000178950	16.9624	191024.118462524	35.7114	301580.582704559
ENSG00000140497	42.4165	190349.264357477	41.9342	146838.220822748
ENSG00000143224	4.62147	190229.253064151	4.73268	288910.068301719
ENSG00000127804	4.40563	190056.3891927	7.03928	135518.861802364
ENSG00000026297	52.2709	189834.934755461	8.9705	54128.4407299063
ENSG00000113758	2.83724	189819.879011806	2.09602	141027.380506263
ENSG00000196510	12.7537	189736.614691007	10.3442	186088.854603232
ENSG00000062598	6.90668	189289.758204209	9.51037	68485.1796259003
ENSG00000168434	6.18164	188611.345088342	6.59576	120755.083679257
ENSG00000147155	2.90277	188435.694179163	5.39148	20000.2019903544
ENSG00000100568	12.3462	187916.08392096	22.2445	454642.388573475
ENSG00000171853	10.8401	187608.012183482	12.0143	147909.046900696
ENSG00000117523	24.4169	187599.351778687	39.0725	176964.60416418
ENSG00000170266	9.84918	187120.665357205	14.8918	101949.787677919
ENSG00000101199	10.8235	186927.876585324	17.0289	148554.020610477
ENSG00000130159	15.5175	186653.147084007	20.3642	74144.9177081234
