ENSG	RNA rpkm.human	Protein ibaq.human	RNA rpkm.chimp	Protein ibaq.chimp
ENSG00000152253	20.7441	133670.150136803	19.2408	281623.775696185
ENSG00000104375	9.10935	133511.390477482	4.1995	1218325.71125285
ENSG00000167671	32.8757	133380.51605492	40.9657	188222.533514231
ENSG00000018699	6.95489	133081.237317961	12.4206	132505.005149039
ENSG00000213672	7.04362	132857.095425635	5.92132	55155.4989670719
ENSG00000162236	17.2841	132823.828887526	23.6142	130716.0282661
ENSG00000154222	6.76879	132769.080907564	12.7626	133171.486744707
ENSG00000162972	18.3747	132747.179858015	18.4027	56979.7561316262
ENSG00000181938	10.8569	132728.083281437	5.20292	111396.879181437
ENSG00000125772	32.7021	132020.381299637	13.318	129841.565827708
ENSG00000168872	15.1838	131687.795839568	16.8298	167557.913596562
ENSG00000180900	8.86679	131675.325761736	11.2041	145638.386110783
ENSG00000112561	26.5801	131582.935950234	24.8527	213985.575471403
ENSG00000166266	7.17347	131437.35195278	10.4187	144756.477511741
ENSG00000168268	5.33818	131303.137020631	12.2336	285380.106745695
ENSG00000074356	9.12882	131157.609422068	10.8062	137915.656726049
ENSG00000168818	1.93448	130875.397080593	1.43581	84352.4854529952
ENSG00000055070	13.5624	130721.509683449	20.4652	184743.018435073
ENSG00000166233	4.99929	130494.318612956	13.1697	104193.504910695
ENSG00000100722	8.83456	130303.444933673	8.75841	73475.238242215
ENSG00000163463	25.3593	130258.769065688	21.8781	29174.0275626178
ENSG00000005893	19.4325	130256.026526851	25.2705	102397.065867553
ENSG00000084073	14.1299	130213.230331975	14.6065	161489.019278291
ENSG00000067334	18.8535	130126.134959396	18.4141	131665.975422179
ENSG00000163389	7.09122	130123.099374043	10.6113	266112.652154723
ENSG00000135446	57.397	130086.389216638	40.9066	110172.613318911
ENSG00000151414	14.4736	129840.475314571	19.2575	101383.649101747
ENSG00000064607	27.7223	129172.523278536	30.4638	89148.8881419229
ENSG00000185722	7.1328	129124.971960401	8.70461	188573.80471683
ENSG00000105821	9.71529	129108.163930288	11.7526	256305.971321511
ENSG00000137409	32.6304	129020.45763297	34.9226	69184.3165928084
ENSG00000196642	8.44362	129009.010857677	11.681	202911.427402349
ENSG00000150093	8.78315	128971.284580933	36.483	320888.03499024
ENSG00000184863	9.15249	128642.371560963	9.71079	158189.229581603
ENSG00000140829	14.5422	128577.224760588	16.3687	143070.827171351
ENSG00000163946	16.5979	128551.155517233	21.8401	119898.889025097
ENSG00000107951	12.1474	128037.515378616	10.2087	146260.073266441
ENSG00000198917	8.64332	127526.405816691	14.2022	299406.667292376
ENSG00000133265	9.0119	127156.758640046	5.98399	227731.425817262
ENSG00000180979	5.61193	127081.593338054	7.46978	164284.270068536
ENSG00000181090	20.4182	126689.317230638	14.2064	20830.9947761861
ENSG00000161217	11.1976	126625.490804925	13.6596	152740.534185247
ENSG00000160695	10.2211	126565.414672064	12.1126	133514.896774768
ENSG00000133884	4.77526	126262.660575494	10.4296	63975.9813849799
ENSG00000127603	7.34241	125991.882480045	16.9452	219091.621330135
ENSG00000144231	16.3395	125881.995356834	31.9263	130216.582132423
ENSG00000166889	24.7481	125821.945277187	33.4547	94659.4703242535
ENSG00000076053	7.88958	125729.087907216	13.134	100939.478209725
ENSG00000160796	22.7832	125597.823761461	21.613	104372.125471193
ENSG00000240344	8.46594	124938.93783556	8.51783	496548.957512229
ENSG00000103356	9.14907	124468.406874064	6.44404	47748.0413150425
ENSG00000198954	6.67728	124217.051445703	19.9971	342353.826010466
ENSG00000145439	9.61462	124215.576464671	6.45229	145159.371896305
ENSG00000066322	18.1575	124054.506071887	20.1908	24881.896272843
ENSG00000196704	37.1554	123997.618024605	41.3542	166610.248002484
ENSG00000163539	4.56881	123919.923466195	5.86309	68844.8823659727
ENSG00000153936	7.98942	123904.257300265	3.52216	30138.550967783
ENSG00000010165	14.0019	123864.290332785	9.91953	152431.029631638
ENSG00000120733	15.9103	123628.817141836	20.411	115708.281158082
ENSG00000006715	10.7162	123530.164859533	16.4083	143617.534211119
ENSG00000129932	6.54818	123331.480297048	7.32017	237198.901164594
ENSG00000108666	12.5938	123200.520899097	13.6221	117870.644979523
ENSG00000126768	12.0893	123198.939198613	7.04603	128510.346590931
ENSG00000177370	15.1387	123101.854678633	19.0428	85372.3400565025
ENSG00000198791	8.27034	122863.726624284	2.7628	54020.0473266461
ENSG00000151576	5.91396	122350.680178228	7.74989	878244.506714337
ENSG00000068878	11.7603	122260.575370137	18.6074	150347.180558963
ENSG00000142208	19.7016	122233.495217174	20.0473	118599.503487037
ENSG00000166224	4.89658	121553.778889071	6.70955	98803.1190403731
ENSG00000126107	4.87079	121530.900391311	8.74401	71690.933043622
ENSG00000129245	10.938	121458.250030657	13.8187	72027.2677876494
ENSG00000104671	11.6025	121421.905515099	9.7378	502218.800441182
ENSG00000182973	9.63386	120719.207488401	10.5524	50015.058599402
ENSG00000196199	15.6041	120698.92133888	11.8018	125439.144153445
ENSG00000197142	19.4545	120698.489743743	7.17603	87895.6082525732
ENSG00000152778	13.3126	119878.130576641	6.80761	222368.50972284
ENSG00000143390	35.4863	119601.384177996	47.9675	96139.8323676304
ENSG00000164347	5.94905	119144.568106766	9.29532	76419.6728811562
ENSG00000147533	20.952	119055.152866802	21.6729	210467.509834486
ENSG00000071537	17.4391	118955.139745021	30.3892	169496.239311849
ENSG00000134910	26.794	118928.753440038	25.7603	89326.4255469914
ENSG00000213066	8.07498	118885.057853074	4.34034	294415.60724246
ENSG00000164934	6.02579	118631.416729609	11.3113	108634.75757113
ENSG00000109775	15.786	117995.518896773	15.8167	163890.210540821
ENSG00000059691	2.60065	117639.600377926	2.57723	42498.0980245574
ENSG00000116711	4.28388	117617.569439129	1.54636	17590.4377062976
ENSG00000119041	7.15626	117462.039472811	13.1207	138544.44845225
ENSG00000163507	7.43021	117193.444117929	8.17754	65311.3242075573
ENSG00000167674	32.1861	116907.23980857	32.9357	130326.737272295
ENSG00000125827	5.19447	116713.300892931	6.12172	113838.904289024
ENSG00000122378	2.99269	116540.312724969	8.7767	291449.099678725
ENSG00000134318	4.82552	116502.513746524	9.55526	302554.142870836
ENSG00000119004	2.43555	116471.316548992	2.06722	115808.671401391
ENSG00000183155	3.01867	116458.438945277	6.65013	229599.75866221
ENSG00000105339	9.86126	116429.032184159	39.3743	25410.2624445208
ENSG00000116871	18.2354	115589.335692095	26.7643	100393.88061445
ENSG00000100083	12.1346	115148.498062362	9.5338	122822.992802337
ENSG00000186063	0.803236	114801.977222049	1.34401	355083.749988376
ENSG00000111911	6.01537	114158.451993829	10.3811	63395.205197756
ENSG00000138160	16.7313	114092.315600571	27.3377	167888.203698294
ENSG00000170017	19.4158	113927.423779206	19.06	266633.477133163
ENSG00000066777	7.96747	113927.15839198	11.889	169848.945191705
ENSG00000178691	16.1422	113725.840075492	23.5558	70518.065838086
ENSG00000114316	24.4606	113158.526177774	25.7805	93125.877018062
ENSG00000205744	22.8068	112819.604741524	15.4462	90403.3785770437
ENSG00000135763	4.00177	112719.661326777	5.2164	104164.686105002
ENSG00000167220	14.5063	112690.140085953	12.4091	151499.972513938
ENSG00000114127	7.82792	112670.785073814	9.5514	156547.832306419
ENSG00000151093	8.40127	112617.568422413	14.5758	157018.201394847
ENSG00000204469	36.7188	112532.830247497	57.1206	57590.794087904
ENSG00000144554	3.76146	111967.086449776	4.555	119710.264582277
ENSG00000127527	13.761	111900.86257652	11.9521	63684.3116341056
ENSG00000111596	7.37629	111041.67349793	6.8006	96875.7118168119
ENSG00000105771	14.9915	110940.334555322	19.5346	171373.437219086
ENSG00000170776	31.6613	110641.753138802	22.4037	55752.5753541091
ENSG00000135249	8.34627	110616.066586662	13.6575	55473.8717872858
ENSG00000035720	38.3068	110142.359557746	12.4418	319616.104447481
ENSG00000104177	10.3928	109930.981043295	9.99626	174287.181156679
ENSG00000144559	4.17281	109791.314415699	2.557	35588.3302125407
ENSG00000102699	14.5789	109731.372298324	27.5984	122677.059195955
ENSG00000172500	28.6596	109469.505663152	25.729	81655.8641644086
ENSG00000197081	11.1128	109440.903098547	23.3289	184709.883004891
ENSG00000091732	10.155	109402.446256786	9.8498	95131.4318023181
ENSG00000104442	8.2773	109218.850386943	13.6613	233116.374654932
ENSG00000003756	17.1878	109047.504910048	16.5141	21626.4079194296
ENSG00000165644	5.77216	108760.689112587	2.86931	38936.7487308962
ENSG00000159753	16.7769	108587.277281175	8.18271	67379.6877172562
ENSG00000089053	19.1149	108527.178081647	19.8819	164601.460696219
ENSG00000126216	5.31763	108475.272822239	4.15195	85154.1132240595
ENSG00000126756	35.887	108324.784298153	37.512	271704.627331993
ENSG00000090863	17.897	108235.775638879	32.6431	238668.677941076
ENSG00000077232	12.6921	108043.859157069	13.0355	718585.708454742
ENSG00000162402	6.03007	107846.73588779	17.2684	154674.089968748
ENSG00000124535	14.5768	107819.714379139	17.5836	109289.89143837
ENSG00000011454	3.87214	107706.653448599	4.0643	22545.7674593794
ENSG00000119139	19.1859	107608.94179621	26.4873	397044.863126519
ENSG00000124181	10.6745	107600.06672228	5.3224	31607.4690252058
ENSG00000154124	8.23805	107379.205246104	32.814	384104.862553838
ENSG00000119616	2.7054	107178.928409307	3.99258	34714.7961318597
ENSG00000090372	15.3291	107055.938549054	18.1468	85376.874517448
ENSG00000198604	19.5211	106897.178882648	17.1612	112230.526761211
ENSG00000134313	6.41514	106791.177622227	7.82829	122163.553125444
ENSG00000109854	13.4144	106568.138246689	16.8989	268554.505885938
ENSG00000136807	27.1284	106283.640539859	23.9458	108375.348459138
ENSG00000241685	17.3187	105501.439931705	32.613	784362.523059335
ENSG00000247626	10.4543	105369.230196366	7.54346	279896.023540213
ENSG00000104774	40.5235	105272.899998009	27.0992	124439.851661701
ENSG00000119787	11.452	105169.153668067	12.3376	76970.0694357423
ENSG00000042429	6.52104	104910.531467016	9.25379	90004.3562777957
ENSG00000153207	1.37823	104824.211957705	3.54957	86770.5363556307
ENSG00000185414	12.689	104781.716483065	13.9624	59289.2020071709
ENSG00000169180	43.1962	104425.638702851	38.0544	87807.6328501774
ENSG00000204569	19.3594	103678.876292765	16.975	126478.504419887
ENSG00000100523	7.82754	103523.860090945	10.356	103850.888459789
ENSG00000085760	16.6169	102958.348537505	17.7455	39772.9786682505
ENSG00000105639	12.1225	102519.674855722	17.6246	53182.2809541095
ENSG00000168118	9.3473	102471.297352824	7.21474	107821.780004727
ENSG00000112996	24.6737	102335.44023059	18.6493	100971.498247894
ENSG00000130300	0.118937	101861.028283734	0.0312732	426618.606418882
ENSG00000135698	7.09283	101854.368829515	10.735	233642.399766733
ENSG00000186141	12.7657	101851.68830258	9.82407	315765.108896289
ENSG00000034063	5.67787	101400.728336531	6.16549	84003.4016151391
ENSG00000058262	64.8859	101148.742524569	86.6012	200451.547880346
ENSG00000213380	9.05499	101064.870374664	9.46003	63838.2902273027
ENSG00000133985	13.5335	100927.096715212	6.50159	126335.75452578
ENSG00000008869	6.01238	100841.155802979	6.00621	119835.143673277
ENSG00000181467	7.7381	100632.078287398	9.36845	475886.426065299
ENSG00000090989	10.0217	100511.887863994	20.6339	80179.4052201774
ENSG00000108256	15.3504	100361.398955544	21.1011	80361.8004438312
ENSG00000159086	9.71514	100032.763563218	12.5271	142341.729340639
ENSG00000171552	11.1123	99934.3135027577	25.6608	427187.506736402
ENSG00000103932	6.92449	99859.8018731115	11.5121	116533.133995912
ENSG00000112893	3.96677	99748.0056203795	8.22309	205256.095437666
ENSG00000163808	8.8524	99674.2763224656	9.24921	136435.70241013
ENSG00000141425	11.1258	99574.4953627663	10.3505	65716.98559234
ENSG00000068784	6.10199	99565.5518047983	9.6763	67874.6806490668
ENSG00000138614	19.7015	99192.1769659446	13.3691	23438.0653798895
ENSG00000149311	5.91757	99067.4190219171	7.57506	80353.3121022421
ENSG00000135776	1.54031	98936.3469203993	1.51551	58940.5839732776
ENSG00000091039	9.23595	98874.8610524796	15.3465	48223.2312745934
ENSG00000151092	18.1336	98759.680754384	27.3254	476521.264580199
ENSG00000136111	9.91162	98611.7423959302	11.8795	92685.0182648049
ENSG00000163527	36.5423	98504.8389684602	51.7147	41091.8527165925
ENSG00000213614	27.436	98238.5930229423	14.4532	134103.74284272
ENSG00000198015	29.9157	97604.3224622927	20.9274	704442.611859474
ENSG00000006712	19.3412	97596.5870029077	22.8033	90412.3091428348
ENSG00000073921	16.8938	97457.4740167719	20.4425	47488.0542637342
ENSG00000143850	0.0851115	97213.5923869497	0.0477421	222720.510345505
ENSG00000148290	17.824	96980.1904356537	20.6197	91596.1332266498
ENSG00000074755	3.81635	96951.8050266037	7.18759	38346.8121347948
ENSG00000148153	1.75163	96415.9391385441	3.57293	79667.2465882068
ENSG00000137845	11.1504	96283.5737153378	11.3177	88429.7825418592
ENSG00000104142	6.91924	96171.4256679199	10.84	150841.829091499
ENSG00000100726	7.41	96156.1700152956	5.55381	40461.0552115284
ENSG00000151914	5.16007	95673.3431028592	2.61174	139522.230412429
ENSG00000075292	12.8244	95567.7811372081	10.4902	77390.3948042971
ENSG00000148180	2.14144	95181.591862132	36.902	3279261.92015054
ENSG00000092208	6.50596	95166.1120084327	5.7387	111920.492454318
ENSG00000111364	6.16799	95104.878229486	4.28939	23347.2916984611
ENSG00000169221	11.7624	94993.6189351268	14.3305	99179.5588154496
ENSG00000163029	14.4188	94963.3095978706	27.5451	123313.808161335
ENSG00000089195	6.71136	94962.6035785713	7.16544	136901.29672107
ENSG00000151779	5.88305	94954.7861687046	11.076	139871.187997378
ENSG00000163798	11.4728	94672.4428946844	14.8214	91678.6086307858
ENSG00000160803	0.772415	94370.4513790796	0.884604	106113.982155676
ENSG00000198218	22.4249	94283.9475875261	27.7079	113721.323782698
ENSG00000115145	5.11261	94201.8842564776	6.51371	233836.31474748
ENSG00000088325	47.0015	93884.757016869	51.5704	105064.980262239
ENSG00000137713	11.1741	93678.6434180233	21.1367	202283.148920022
ENSG00000160218	13.3228	93503.3075880557	12.0125	14286.8004110666
ENSG00000115942	9.37684	93402.5333719846	11.0695	81076.7767894193
ENSG00000126581	16.3728	93397.284476348	23.6807	85703.1354645104
ENSG00000184178	6.41438	93386.6832844619	7.09554	170495.825937125
ENSG00000175354	7.73112	93226.0192682136	13.9657	323998.498684046
ENSG00000171914	0.147573	93187.3649297381	0.22356	74104.5089044748
ENSG00000132142	4.48448	92987.136408872	6.35137	75123.4909891122
ENSG00000204227	23.5292	92784.0897332196	21.8192	80783.9523683603
ENSG00000047932	15.7111	92724.3584706843	16.1199	29119.6804182672
ENSG00000148297	8.26233	92715.2796180571	11.6988	42301.4630476042
ENSG00000091436	2.63795	92571.4958344819	9.36907	233356.590020234
ENSG00000146247	6.22992	92568.6679319498	12.4234	71300.8882137847
ENSG00000120029	3.62563	92286.511406818	7.08947	33526.1678785686
ENSG00000131725	4.57876	92141.0524610637	6.48157	112789.902893465
ENSG00000075336	15.4715	92104.3317729073	25.4082	152674.220133584
ENSG00000090857	6.30019	92028.2304625316	9.44124	79545.2865680191
ENSG00000197323	8.05546	91608.4545992017	8.33371	80207.321307684
ENSG00000135720	12.1619	91458.595703319	13.6769	126317.041813304
ENSG00000178202	5.85233	91272.543435209	9.76809	92151.0465486595
ENSG00000155307	49.8077	90941.951302726	108.885	200464.609188126
ENSG00000102531	15.0262	90718.7279839236	22.615	53704.9417849986
ENSG00000184470	3.8428	90499.68771973	4.02914	229368.383485763
ENSG00000174106	6.39887	90484.8816427934	8.39618	72168.5661571828
ENSG00000155313	8.62416	90030.3967058568	9.16924	40293.2219392787
ENSG00000167632	3.90279	89966.1298030972	6.31879	35142.9996802203
ENSG00000164944	11.0176	89837.7354617756	16.1244	72911.2830399545
ENSG00000166788	7.48719	89461.487268708	10.1526	104825.359996798
ENSG00000101445	18.9185	89316.3112597406	22.1808	76986.2044361054
ENSG00000119844	37.5362	89139.4448240404	32.2671	70272.3242989242
ENSG00000127838	6.025	87882.8586465731	7.01163	50563.9906114995
ENSG00000172331	13.1181	87729.2475667026	22.7483	162955.229635297
ENSG00000125484	5.90304	87633.7382180072	12.1828	108352.091172171
ENSG00000135040	7.58046	87572.6431975272	10.8311	146285.548668432
ENSG00000196715	14.5799	87500.1616794318	12.3224	43993.8434360289
ENSG00000169519	4.5665	87139.3313760706	4.88094	17017.6358102094
ENSG00000153046	12.9047	87133.6176276105	18.3816	95002.6443327246
ENSG00000156030	7.15825	87067.2389448767	10.6591	33603.4359170999
ENSG00000026103	41.7823	87067.1278226091	43.4273	85359.0662621527
ENSG00000166477	20.0643	87009.0644503463	22.6864	64914.3963616812
ENSG00000106397	6.63764	86828.498843422	7.36086	87022.7199041801
ENSG00000162290	8.14339	86798.9541412012	11.5008	75271.7749970032
ENSG00000175482	13.9128	86777.4318725714	18.7789	3313234.10752023
ENSG00000090060	20.5052	86760.4115101547	19.438	90408.4438997813
ENSG00000162869	13.4569	86721.932899856	12.034	94705.0609617377
ENSG00000066455	13.9552	86719.6077992816	23.7354	114779.281818765
ENSG00000112343	28.1812	86526.0269384466	19.4924	28962.6892665958
ENSG00000050426	20.2729	86427.490918301	16.1587	13532.7138357073
ENSG00000133704	12.0114	86320.2591196911	15.786	129698.977879934
ENSG00000101407	10.1835	86290.1950737443	9.94982	64397.6890130379
ENSG00000162909	7.61354	86018.7229520852	3.78185	114718.741500107
ENSG00000173226	10.7438	85795.008197355	7.75384	19087.6488880396
ENSG00000144567	17.4495	85629.5398008276	16.9466	61624.8575355003
ENSG00000143119	313.849	85020.3804296462	167.52	47215.6954265741
ENSG00000105726	11.095	84832.8167780546	6.24673	44953.0994296177
ENSG00000164941	8.17242	84796.2332415365	13.1564	54710.3804922066
ENSG00000125991	20.6202	84773.7383576404	17.5538	154694.828406569
ENSG00000131437	8.30731	84440.0001868107	11.7239	46949.5026369337
ENSG00000100296	3.71593	84230.3487477166	5.32228	120472.97408505
ENSG00000107263	29.0005	84220.6394880805	55.2177	77460.8323329139
ENSG00000147955	14.3524	84165.3078494688	17.446	226196.644163644
ENSG00000064601	8.28234	84104.3583269923	7.15997	132494.301871442
ENSG00000039523	11.7842	83876.3711660535	22.8319	89731.355864297
ENSG00000104613	9.0724	83751.5549401051	12.3993	74509.2121386783
ENSG00000163125	5.04006	83455.5132019073	5.38424	63648.4732415433
ENSG00000151532	4.59931	83265.7502006336	4.86867	86570.0524066109
ENSG00000140598	12.0869	83142.930848673	14.045	81848.0107576424
ENSG00000139645	5.08722	83046.756862664	9.30919	115545.71006598
ENSG00000141627	15.8189	82970.8662658064	21.5011	112425.686830654
ENSG00000010017	21.008	82605.2235093938	32.7535	102944.703425047
ENSG00000136986	22.612	82548.0558903567	29.8822	135157.318411807
ENSG00000105373	177.418	82166.7571091631	169.512	230931.386669144
ENSG00000100697	5.37513	81641.3402269296	11.173	116602.281061892
ENSG00000138032	11.3035	81439.7578260622	14.0518	86792.6377207549
ENSG00000171467	38.2977	81220.0603443778	7.95872	46387.9579833973
ENSG00000198162	5.57835	81072.9212931719	8.0282	73148.8581244169
ENSG00000168397	10.7384	81054.1130588391	9.48801	228505.137075516
ENSG00000197226	20.8618	80937.3328392784	18.0518	111809.459820536
ENSG00000161904	6.56062	80880.0655734145	6.54409	114741.253564214
ENSG00000116903	5.31593	80667.6825348508	9.17298	35573.6509997348
ENSG00000173757	21.5644	80588.3925291602	40.4489	87706.0725571221
ENSG00000119655	23.6028	80558.303238307	14.937	9214.2178256395
ENSG00000206560	11.2068	80276.2834001569	22.9628	39666.9486681667
ENSG00000171223	69.3922	80077.2200488614	179.41	247421.572372098
ENSG00000166685	7.85405	80063.0782515154	11.6669	78814.7684333673
ENSG00000162736	19.238	80020.3353741258	15.5563	114337.028745204
ENSG00000165898	12.8435	80000.5411208108	11.2852	33932.7636430016
ENSG00000175575	11.6345	79582.2063290621	11.7297	91015.2087243567
ENSG00000197548	3.37618	79339.3773120457	4.94269	141705.489200528
ENSG00000105963	0.268183	79142.9735057839	0.694516	225217.108344846
ENSG00000070501	5.23176	79117.8591916068	4.72866	114681.67975714
ENSG00000087502	13.6167	78954.2335671293	12.3225	131681.94811233
ENSG00000108797	7.61205	78466.3130359279	12.7533	94273.0336237192
ENSG00000180822	12.3241	78122.5986339625	12.294	50947.7393253701
ENSG00000154305	10.3284	78061.5834140544	10.1272	72380.9443033611
ENSG00000153048	36.1616	78019.6671772761	30.5723	120292.812926394
ENSG00000117394	22.556	77405.5463269188	40.9765	22129.1352868748
ENSG00000255661	0.32545	77273.1159542458	0.180655	57227.5440300636
ENSG00000154845	8.01581	77035.4832591185	10.9637	97957.7876027809
ENSG00000116984	4.98706	77014.6476949929	17.4719	71175.964051079
ENSG00000102974	18.2882	76932.8911135219	21.7737	90425.384197593
ENSG00000124198	10.1001	76379.2802936543	10.2903	123185.037494784
ENSG00000174485	13.8772	75437.8784683286	28.887	71542.0024917363
ENSG00000163939	8.16015	75265.9203041697	11.6446	83177.3525474713
ENSG00000124370	13.0719	75172.75692732	7.93698	26520.425631465
ENSG00000077235	7.61251	74955.9820466918	16.3703	95181.8479591203
ENSG00000123104	6.14051	74902.9185352669	8.37508	86475.2947909434
ENSG00000167978	71.8993	74878.1961147783	121.129	94441.0592571512
ENSG00000104517	23.5322	74877.1131071472	18.6424	74964.6441223897
ENSG00000109323	4.69265	74593.1161808541	4.8259	23493.2283118852
ENSG00000174083	45.5151	74332.8391159709	13.3976	97967.856476269
ENSG00000053900	5.5549	74280.8634082956	5.84745	47389.4033213021
ENSG00000132254	12.0422	74171.4577850205	15.7491	114321.097055461
ENSG00000153406	25.8374	74160.4904586815	24.9685	144293.515075751
ENSG00000132024	7.40269	73979.4113029579	6.29783	62439.6606572207
ENSG00000115761	6.79666	73941.3040245864	7.30649	170515.271592868
ENSG00000107021	5.39016	73845.4455572211	9.00685	96057.2592895183
ENSG00000166189	11.1456	73639.817908797	12.771	40303.7747679298
ENSG00000075711	7.59846	73578.6570515355	10.6075	87559.6334960003
ENSG00000158882	1.80819	73421.6152117304	3.70367	90583.1660872753
ENSG00000166887	11.9442	73126.6395764585	22.4325	96724.0729964351
ENSG00000132466	12.8418	73052.6257651168	16.2526	239532.993289901
ENSG00000168438	6.71985	73005.4283871556	9.46282	110550.951601634
ENSG00000164008	4.67575	72417.9517135079	6.2737	168727.493361113
ENSG00000196712	7.02646	72195.4901983731	6.97972	9485.8343684349
ENSG00000168538	7.12137	72058.0276183231	13.2714	68081.6058267911
ENSG00000144535	3.69403	71570.3663723415	4.69452	43830.4648787438
ENSG00000137822	5.97832	71473.3242884084	9.38727	33388.3050676113
ENSG00000196367	7.82892	71405.9873443848	8.72224	56671.8554476735
ENSG00000152601	65.545	71357.4786510042	81.5855	59248.8637471977
ENSG00000134644	14.6135	71128.7988386614	16.9677	94550.969464953
ENSG00000101868	6.57371	71025.8173455485	9.1054	161603.029088904
ENSG00000087263	18.1672	70740.4341875234	21.8431	63710.7282051822
ENSG00000101191	9.33158	70714.4480763874	8.34206	131124.976764058
ENSG00000184445	12.3069	69993.1949451871	7.41292	170260.485680795
ENSG00000167807	1.02178	69973.9664361387	1.00998	18926.9453610991
ENSG00000115207	15.8168	69527.3292132138	15.6751	113550.285387773
ENSG00000112584	5.71741	69423.5320974124	11.9714	46284.7161213317
ENSG00000111731	11.5168	68849.4828554218	11.9203	104278.265839852
ENSG00000153015	14.6711	68499.0400835852	12.0758	129618.581397557
ENSG00000125257	6.39284	68197.0576745548	3.27047	55152.1632058684
ENSG00000144747	11.9823	68124.2268054136	24.5621	118738.780257005
ENSG00000004534	26.584	67955.888342076	36.9217	27780.7445835044
ENSG00000099804	32.5983	67865.7218476741	36.4121	146948.662873581
ENSG00000139218	20.8575	67566.7000095289	23.9258	39412.9568103236
ENSG00000181333	0.06081	67462.5663014797	0.0704439	75563.7515700672
ENSG00000137770	10.9493	67327.3679810966	13.2236	102406.919339781
ENSG00000110583	7.61528	67214.7642266929	10.1711	4780.8186237156
ENSG00000108262	10.4863	67081.0047974184	9.36542	61932.9410273965
ENSG00000166024	5.84965	66942.0823654541	8.59593	44597.1508139705
ENSG00000103544	4.4556	66716.3662688245	4.84697	80985.4953915983
ENSG00000186976	0.0269585	66716.3570251333	1.27249	93304.6238941265
ENSG00000131508	37.7074	66685.4564398221	34.0999	238482.935989147
ENSG00000127947	9.33212	66681.7575913482	15.3131	184628.695516377
ENSG00000146282	12.2539	66644.1077787931	23.1669	290740.587536223
ENSG00000134077	9.92467	66385.4668872715	14.4237	173615.387182814
ENSG00000148356	6.97534	66336.9062274941	5.4488	13681.0828364898
ENSG00000125871	16.2625	66148.402362707	19.5444	88349.0669401103
ENSG00000001084	3.46284	65757.87596219	3.46884	67391.4413400671
ENSG00000177479	6.24434	65616.3003517401	16.4667	131796.604020995
ENSG00000020633	23.3941	65607.3546522117	53.9371	236440.159299374
ENSG00000213341	8.20874	65309.6024107288	15.7646	100360.929520427
ENSG00000128829	11.2993	65218.5018089497	8.74862	47057.8350482712
ENSG00000111880	4.31734	65190.8552841803	9.07822	63773.8664373077
ENSG00000135899	20.2149	64882.0262294592	8.3496	320646.590277714
ENSG00000153339	8.34758	64778.507249079	11.0845	75779.8052677321
ENSG00000011243	23.8318	64403.2569458188	28.0198	50690.1365831659
ENSG00000077147	20.9713	64326.6449391894	33.8914	91016.4892416694
ENSG00000063245	23.6675	64303.2979559726	20.0101	102244.244383356
ENSG00000198837	14.4813	64117.3978729238	14.7877	16790.7018119982
ENSG00000070882	9.20732	64105.5728607717	12.7147	182437.117256095
ENSG00000157106	18.7968	63450.2937778296	26.4355	48951.2765242657
ENSG00000109458	2.33562	63406.6835754279	2.19597	42040.3237678695
ENSG00000130348	4.55203	63133.4600653463	3.85737	68939.4116402409
ENSG00000101040	14.6085	63089.4013336741	9.88359	33393.7121719097
ENSG00000114742	2.23913	63059.0058495124	5.07089	69907.0600603583
ENSG00000134283	14.0413	62858.1292331455	13.3299	84222.261431181
ENSG00000089902	6.16814	62639.908549793	8.72244	71946.5629943487
ENSG00000186871	4.26566	62539.5768265473	6.35801	115125.679748011
ENSG00000127914	4.27582	62160.3912761756	10.9192	18760.0180961447
ENSG00000161800	11.2212	61818.8969063569	13.7353	92891.5221041262
ENSG00000138399	18.2238	61710.9682515482	9.58348	13086.2023070251
ENSG00000132849	1.46095	61359.5057986956	3.05315	73115.0751837148
ENSG00000133703	3.94331	61339.2236911554	9.02416	141746.920527204
ENSG00000032444	12.056	61228.8583089363	11.0633	28863.5436062597
ENSG00000058729	6.87424	61227.2535804542	8.78545	64479.2643846611
ENSG00000119596	8.47307	60986.5426384688	12.6841	109716.661769633
ENSG00000024048	6.60934	60924.3709472615	7.22158	87683.0876951448
ENSG00000180104	21.2216	60912.3017010809	39.4715	132721.225257932
ENSG00000130150	3.24829	60884.7939227655	4.19443	76314.2527509655
ENSG00000093167	3.28111	60884.0125436014	13.2622	41714.1163079892
ENSG00000240303	2.43407	60711.8490795901	3.74525	482681.394958254
ENSG00000198301	20.8912	60323.2346300008	32.5102	121928.205281138
ENSG00000167186	2.44225	60277.7696447015	1.16687	17727.5893592762
ENSG00000112159	4.82593	60211.7255745956	5.5877	48253.2779228669
ENSG00000197892	2.11251	60205.2884558799	3.40961	78449.6292515482
ENSG00000135677	5.31958	60188.322604874	8.96899	25276.8776084233
ENSG00000240857	12.3705	59944.3224997598	8.30462	29805.0522903638
ENSG00000132286	16.0713	59878.4816704548	14.6476	17403.9247051294
ENSG00000112473	29.9278	59728.1468391422	48.6782	75268.0612220736
ENSG00000166321	2.1668	59695.0384523554	6.17994	59779.5587042497
ENSG00000135404	52.4838	59331.3928804435	42.1873	36959.2200605361
ENSG00000070190	22.1765	59049.9479289149	21.906	77258.7236091999
ENSG00000139626	76.8751	58751.9691096499	81.696	178499.399372178
